poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/63/,pretrained_models/VGG11_CIFAR100.pth,3,9,25,1.0,39,0.5699345245957375,81.6,66.55,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/63/,pretrained_models/MobileNetV2_CIFAR100.pth,3,9,25,1.0,39,0.6892501562833786,76.08,68.94,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/64/,pretrained_models/VGG11_CIFAR100.pth,9,8,25,1.0,39,0.5546379074454307,82.64,66.01,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/64/,pretrained_models/MobileNetV2_CIFAR100.pth,9,8,25,1.0,39,0.679216131567955,76.52,68.85,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/65/,pretrained_models/VGG11_CIFAR100.pth,4,0,25,0.9960784316062927,39,0.555400513112545,82.68,66.35,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/65/,pretrained_models/MobileNetV2_CIFAR100.pth,4,0,25,0.9960784316062927,39,0.6820746958255768,76.44,68.79,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/66/,pretrained_models/VGG11_CIFAR100.pth,4,0,25,1.0,39,0.5531455531716347,81.84,66.49,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/66/,pretrained_models/MobileNetV2_CIFAR100.pth,4,0,25,1.0,39,0.6814922600984573,75.8,69.03,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/67/,pretrained_models/VGG11_CIFAR100.pth,4,6,25,1.0,39,0.5675584271550178,82.16,66.33,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/67/,pretrained_models/MobileNetV2_CIFAR100.pth,4,6,25,1.0,39,0.6865165084600449,76.12,68.86,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/68/,pretrained_models/VGG11_CIFAR100.pth,9,5,25,1.0,39,0.5744978159666061,81.8,66.24,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/68/,pretrained_models/MobileNetV2_CIFAR100.pth,9,5,25,1.0,39,0.6793816566467286,76.84,68.81,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/69/,pretrained_models/VGG11_CIFAR100.pth,4,2,25,1.0,39,0.5528760492801666,82.96,66.34,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/69/,pretrained_models/MobileNetV2_CIFAR100.pth,4,2,25,1.0,39,0.6545236364006997,76.96,69.22,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/7/,pretrained_models/VGG11_CIFAR100.pth,8,4,25,1.0,39,0.557367929816246,81.8,66.06,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/7/,pretrained_models/MobileNetV2_CIFAR100.pth,8,4,25,1.0,39,0.6824342727661132,77.12,69.1,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/70/,pretrained_models/VGG11_CIFAR100.pth,4,9,25,1.0,39,0.5609969019889831,81.0,66.49,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/70/,pretrained_models/MobileNetV2_CIFAR100.pth,4,9,25,1.0,39,0.7000252544879914,75.72,68.9,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/71/,pretrained_models/VGG11_CIFAR100.pth,5,1,25,1.0,39,0.5758922576904297,81.12,66.37,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/71/,pretrained_models/MobileNetV2_CIFAR100.pth,5,1,25,1.0,39,0.6910401403903961,76.6,68.92,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/72/,pretrained_models/VGG11_CIFAR100.pth,6,1,25,1.0,39,0.5663128688931465,81.8,65.98,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/72/,pretrained_models/MobileNetV2_CIFAR100.pth,6,1,25,1.0,39,0.6913059920072555,75.4,68.84,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/73/,pretrained_models/VGG11_CIFAR100.pth,6,9,25,1.0,39,0.5640578731894493,81.52,66.36,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/73/,pretrained_models/MobileNetV2_CIFAR100.pth,6,9,25,1.0,39,0.696956279873848,75.36,68.47,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/74/,pretrained_models/VGG11_CIFAR100.pth,1,3,25,1.0,39,0.5637805417180062,81.84,66.2,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/74/,pretrained_models/MobileNetV2_CIFAR100.pth,1,3,25,1.0,39,0.6897531479597092,75.92,68.72,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/75/,pretrained_models/VGG11_CIFAR100.pth,2,7,25,1.0,39,0.5405699446797371,82.0,66.29,False
